date,loading_port,discharge_port,cargo_type,vessel_class,quantity_mt,distance_nm,sea_days,port_days,total_voyage_days,bdi,bunker_price,iron_ore_price,coking_coal_price,thermal_coal_price,steel_hrc_price,port_congestion,month,quarter,day_of_year,is_monsoon,freight_rate
2024-07-25,Saldanha Bay,Paradip,Iron Ore,Supramax,45729,5600,16.3,6.0,23.7,1202.6,504.0,119.41,289.16,111.22,523.26,64.2,7,3,207,1,15.67
2024-07-25,Saldanha Bay,Visakhapatnam,Manganese Ore,Capesize,180163,5400,15.5,10.2,26.1,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,26.64
2024-07-25,Saldanha Bay,Visakhapatnam,Manganese Ore,Handysize,19040,5400,17.2,6.7,24.4,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,14.74
2024-07-25,Saldanha Bay,Visakhapatnam,Manganese Ore,Supramax,45513,5400,15.8,5.6,21.7,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,17.3
2024-07-25,Saldanha Bay,Visakhapatnam,Iron Ore,Handysize,18072,5400,17.1,6.1,23.8,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,13.08
2024-07-25,Saldanha Bay,Visakhapatnam,Iron Ore,Panamax,64020,5400,15.8,6.2,22.3,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,16.57
2024-07-25,Samarinda,Paradip,Thermal Coal,Panamax,79591,3100,9.2,6.5,17.6,1202.6,504.0,119.41,289.16,111.22,523.26,64.2,7,3,207,1,16.08
2024-07-25,Tubarao,Visakhapatnam,Iron Ore,Panamax,58387,9000,26.4,6.8,33.4,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,18.77
2024-07-25,Vostochny,Haldia,Thermal Coal,Supramax,51407,4700,13.9,10.2,24.2,1202.6,504.0,119.41,289.16,111.22,523.26,20.3,7,3,207,1,15.84
2024-07-25,Vostochny,Paradip,Thermal Coal,Handysize,19405,4600,14.3,6.3,22.0,1202.6,504.0,119.41,289.16,111.22,523.26,64.2,7,3,207,1,13.5
2024-07-25,Vostochny,Paradip,Thermal Coal,Panamax,79994,4600,13.8,7.5,23.2,1202.6,504.0,119.41,289.16,111.22,523.26,64.2,7,3,207,1,16.55
2024-07-25,Vostochny,Paradip,Thermal Coal,Supramax,58857,4600,13.0,6.0,19.8,1202.6,504.0,119.41,289.16,111.22,523.26,64.2,7,3,207,1,14.71
2024-07-25,Vostochny,Paradip,Coking Coal,Handysize,14038,4600,14.5,5.9,22.2,1202.6,504.0,119.41,289.16,111.22,523.26,64.2,7,3,207,1,14.15
2024-07-25,Vostochny,Visakhapatnam,Coking Coal,Supramax,59578,4800,14.2,6.1,20.9,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,17.24
2024-07-25,Vostochny,Visakhapatnam,Coking Coal,Capesize,181288,4800,14.0,11.9,26.1,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,25.19
2024-07-25,Vostochny,Visakhapatnam,Thermal Coal,Handysize,32118,4800,15.1,4.9,20.6,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,13.41
2024-07-25,Vostochny,Visakhapatnam,Coking Coal,Panamax,72410,4800,14.1,8.0,22.7,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,18.66
2024-07-25,Vostochny,Visakhapatnam,Thermal Coal,Panamax,80544,4800,14.1,5.8,20.4,1202.6,504.0,119.41,289.16,111.22,523.26,46.3,7,3,207,1,16.99
2024-07-26,Beira,Paradip,Coking Coal,Handysize,13221,4200,12.8,4.1,18.7,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,12.79
2024-07-26,Beira,Paradip,Coking Coal,Panamax,74824,4200,12.6,8.1,22.7,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,18.31
2024-07-26,Beira,Visakhapatnam,Coking Coal,Supramax,53843,4000,11.8,5.8,18.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,12.61
2024-07-26,Dampier,Paradip,Iron Ore,Supramax,50808,4180,12.5,6.0,19.3,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,11.68
2024-07-26,Dampier,Paradip,Iron Ore,Panamax,66532,4180,12.1,7.3,21.2,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,16.25
2024-07-26,Dampier,Visakhapatnam,Iron Ore,Panamax,63982,4450,12.6,7.5,20.6,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,17.04
2024-07-26,Dampier,Visakhapatnam,Iron Ore,Capesize,130119,4450,12.7,9.4,23.2,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,30.44
2024-07-26,Dampier,Visakhapatnam,Iron Ore,Handysize,21700,4450,14.0,5.5,20.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,11.1
2024-07-26,Hampton Roads,Haldia,Coking Coal,Panamax,71783,10000,28.7,8.5,37.2,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,21.46
2024-07-26,Hampton Roads,Paradip,Thermal Coal,Panamax,55936,9800,29.5,6.0,36.4,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,20.9
2024-07-26,Hampton Roads,Visakhapatnam,Coking Coal,Handysize,30348,9600,30.1,3.9,35.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,16.23
2024-07-26,Hampton Roads,Visakhapatnam,Thermal Coal,Handysize,20898,9600,29.5,4.4,35.5,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,15.07
2024-07-26,Hampton Roads,Visakhapatnam,Coking Coal,Capesize,143177,9600,26.8,9.1,37.5,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,35.37
2024-07-26,Hampton Roads,Visakhapatnam,Coking Coal,Supramax,58282,9600,28.1,8.8,38.6,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,16.55
2024-07-26,Hay Point,Paradip,Coking Coal,Supramax,59974,5400,15.8,7.7,25.1,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,13.27
2024-07-26,Hay Point,Paradip,Coking Coal,Handysize,26171,5400,16.2,7.3,24.6,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,12.9
2024-07-26,Hay Point,Visakhapatnam,Coking Coal,Panamax,61764,5250,15.8,6.7,23.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,18.41
2024-07-26,Hay Point,Visakhapatnam,Coking Coal,Supramax,55560,5250,15.7,5.1,22.5,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,13.98
2024-07-26,Muara Berau,Paradip,Thermal Coal,Handysize,30167,3200,10.3,4.5,16.0,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,10.69
2024-07-26,Nacala,Paradip,Coking Coal,Capesize,144002,3900,11.3,8.5,20.9,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,31.46
2024-07-26,Nacala,Paradip,Thermal Coal,Capesize,137736,3900,10.9,8.7,21.6,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,30.38
2024-07-26,Nacala,Paradip,Thermal Coal,Panamax,76937,3900,11.8,7.2,19.9,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,16.67
2024-07-26,Nacala,Paradip,Coking Coal,Panamax,67916,3900,11.9,5.7,18.9,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,18.01
2024-07-26,Nacala,Paradip,Coking Coal,Handysize,28446,3900,11.9,6.6,20.3,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,12.64
2024-07-26,Nacala,Visakhapatnam,Thermal Coal,Panamax,57163,3700,10.7,5.8,17.7,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,16.28
2024-07-26,Nacala,Visakhapatnam,Coking Coal,Handysize,14267,3700,11.3,6.9,19.0,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,12.23
2024-07-26,Nacala,Visakhapatnam,Thermal Coal,Supramax,58074,3700,11.3,7.6,20.1,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,12.3
2024-07-26,Nacala,Visakhapatnam,Coking Coal,Capesize,131940,3700,10.6,10.0,21.3,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,31.3
2024-07-26,Nacala,Visakhapatnam,Thermal Coal,Capesize,166915,3700,10.6,11.2,22.3,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,29.92
2024-07-26,Newcastle,Haldia,Thermal Coal,Supramax,58662,5900,17.1,10.0,27.1,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,13.07
2024-07-26,Newcastle,Paradip,Coking Coal,Supramax,54675,5800,18.8,6.0,26.7,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,14.4
2024-07-26,Newcastle,Paradip,Thermal Coal,Panamax,55823,5800,17.8,6.5,26.1,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,18.2
2024-07-26,Newcastle,Visakhapatnam,Thermal Coal,Supramax,47201,5650,17.2,8.0,25.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,13.13
2024-07-26,Newcastle,Visakhapatnam,Coking Coal,Panamax,78810,5650,16.6,7.7,25.6,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,18.07
2024-07-26,Newcastle,Visakhapatnam,Coking Coal,Handysize,18068,5650,17.4,5.6,23.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,13.65
2024-07-26,Newcastle,Visakhapatnam,Thermal Coal,Panamax,58711,5650,16.7,6.6,24.2,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,17.35
2024-07-26,Newcastle,Visakhapatnam,Coking Coal,Capesize,128796,5650,16.2,7.9,25.9,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,32.12
2024-07-26,Port Hedland,Dhamra,Iron Ore,Handysize,28674,4300,13.4,4.8,18.8,1220.0,510.2,118.87,288.29,112.43,525.87,46.6,7,3,208,1,11.0
2024-07-26,Port Hedland,Dhamra,Iron Ore,Capesize,145011,4300,12.5,9.2,22.1,1220.0,510.2,118.87,288.29,112.43,525.87,46.6,7,3,208,1,29.47
2024-07-26,Port Hedland,Dhamra,Iron Ore,Supramax,51707,4300,13.0,8.0,21.4,1220.0,510.2,118.87,288.29,112.43,525.87,46.6,7,3,208,1,11.65
2024-07-26,Port Hedland,Gangavaram,Iron Ore,Panamax,55566,4550,13.5,6.7,20.2,1220.0,510.2,118.87,288.29,112.43,525.87,15.0,7,3,208,1,16.89
2024-07-26,Port Hedland,Paradip,Iron Ore,Supramax,50289,4250,13.0,6.7,21.1,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,12.18
2024-07-26,Richards Bay,Gangavaram,Thermal Coal,Capesize,139403,4650,13.1,7.7,20.8,1220.0,510.2,118.87,288.29,112.43,525.87,15.0,7,3,208,1,30.49
2024-07-26,Richards Bay,Gangavaram,Thermal Coal,Handysize,19349,4650,14.7,3.8,18.4,1220.0,510.2,118.87,288.29,112.43,525.87,15.0,7,3,208,1,11.82
2024-07-26,Richards Bay,Gangavaram,Chrome Ore,Handysize,21100,4650,14.9,7.3,22.1,1220.0,510.2,118.87,288.29,112.43,525.87,15.0,7,3,208,1,14.11
2024-07-26,Richards Bay,Gangavaram,Thermal Coal,Panamax,60134,4650,13.8,6.9,20.7,1220.0,510.2,118.87,288.29,112.43,525.87,15.0,7,3,208,1,17.39
2024-07-26,Richards Bay,Gangavaram,Thermal Coal,Supramax,48383,4650,14.1,4.0,18.0,1220.0,510.2,118.87,288.29,112.43,525.87,15.0,7,3,208,1,12.27
2024-07-26,Richards Bay,Haldia,Thermal Coal,Handysize,14354,5100,15.4,5.0,20.4,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,12.37
2024-07-26,Richards Bay,Haldia,Thermal Coal,Supramax,47954,5100,15.5,8.2,23.6,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,12.6
2024-07-26,Richards Bay,Paradip,Chrome Ore,Panamax,63752,4800,14.0,8.1,23.6,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,19.8
2024-07-26,Saldanha Bay,Paradip,Iron Ore,Panamax,79680,5600,16.3,7.1,25.1,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,17.45
2024-07-26,Saldanha Bay,Paradip,Manganese Ore,Supramax,49997,5600,16.0,5.6,22.6,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,14.94
2024-07-26,Saldanha Bay,Paradip,Manganese Ore,Handysize,16991,5600,17.7,4.0,22.6,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,13.49
2024-07-26,Saldanha Bay,Paradip,Iron Ore,Capesize,170684,5600,16.0,8.6,26.6,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,30.74
2024-07-26,Saldanha Bay,Visakhapatnam,Manganese Ore,Supramax,52776,5400,15.9,5.1,22.7,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,14.72
2024-07-26,Saldanha Bay,Visakhapatnam,Iron Ore,Supramax,47105,5400,15.7,8.2,25.9,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,12.67
2024-07-26,Saldanha Bay,Visakhapatnam,Manganese Ore,Capesize,183447,5400,15.5,9.5,26.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,32.19
2024-07-26,Saldanha Bay,Visakhapatnam,Manganese Ore,Handysize,21521,5400,16.2,3.8,20.7,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,13.41
2024-07-26,Samarinda,Haldia,Thermal Coal,Handysize,32171,3250,10.0,6.9,16.9,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,10.09
2024-07-26,Tubarao,Visakhapatnam,Iron Ore,Capesize,168054,9000,25.8,9.0,35.6,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,32.4
2024-07-26,Tubarao,Visakhapatnam,Iron Ore,Supramax,51772,9000,27.5,6.1,34.1,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,14.68
2024-07-26,Vostochny,Haldia,Coking Coal,Supramax,55216,4700,13.8,10.1,23.8,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,13.6
2024-07-26,Vostochny,Haldia,Thermal Coal,Panamax,65395,4700,14.4,8.7,23.1,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,17.14
2024-07-26,Vostochny,Haldia,Coking Coal,Panamax,76252,4700,14.2,10.9,25.1,1220.0,510.2,118.87,288.29,112.43,525.87,25.6,7,3,208,1,18.42
2024-07-26,Vostochny,Paradip,Thermal Coal,Handysize,26478,4600,14.4,7.5,23.7,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,11.74
2024-07-26,Vostochny,Paradip,Coking Coal,Handysize,24599,4600,14.5,5.0,20.9,1220.0,510.2,118.87,288.29,112.43,525.87,60.2,7,3,208,1,12.25
2024-07-26,Vostochny,Visakhapatnam,Coking Coal,Handysize,32836,4800,15.1,5.1,21.8,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,12.88
2024-07-26,Vostochny,Visakhapatnam,Coking Coal,Panamax,66191,4800,14.6,6.1,21.6,1220.0,510.2,118.87,288.29,112.43,525.87,59.1,7,3,208,1,18.78
2024-07-27,Beira,Paradip,Coking Coal,Supramax,51514,4200,12.8,4.7,19.1,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,14.81
2024-07-27,Beira,Visakhapatnam,Coking Coal,Supramax,48176,4000,12.1,4.6,17.5,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,14.88
2024-07-27,Dampier,Visakhapatnam,Iron Ore,Supramax,50357,4450,13.3,5.5,19.8,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,13.7
2024-07-27,Hampton Roads,Haldia,Thermal Coal,Panamax,65283,10000,29.8,10.3,40.1,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,22.27
2024-07-27,Hampton Roads,Haldia,Coking Coal,Panamax,64536,10000,29.5,8.9,38.4,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,23.77
2024-07-27,Hampton Roads,Visakhapatnam,Coking Coal,Panamax,64635,9600,28.7,6.7,36.3,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,23.4
2024-07-27,Hampton Roads,Visakhapatnam,Coking Coal,Capesize,146685,9600,27.5,8.4,36.6,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,31.01
2024-07-27,Hay Point,Visakhapatnam,Coking Coal,Handysize,26255,5250,16.2,4.3,21.3,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,14.8
2024-07-27,Hay Point,Visakhapatnam,Coking Coal,Supramax,42930,5250,15.9,7.1,24.1,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,15.61
2024-07-27,Muara Berau,Haldia,Thermal Coal,Panamax,72021,3350,9.8,10.7,20.5,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,18.41
2024-07-27,Muara Berau,Paradip,Thermal Coal,Handysize,30287,3200,9.9,7.1,18.3,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,12.95
2024-07-27,Nacala,Paradip,Coking Coal,Capesize,182283,3900,10.9,10.9,23.3,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,26.82
2024-07-27,Nacala,Paradip,Coking Coal,Supramax,55705,3900,11.8,7.5,20.4,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,14.7
2024-07-27,Newcastle,Haldia,Thermal Coal,Handysize,14283,5900,18.7,5.3,24.0,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,14.07
2024-07-27,Newcastle,Haldia,Coking Coal,Panamax,59682,5900,17.7,9.7,27.4,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,21.45
2024-07-27,Newcastle,Paradip,Coking Coal,Capesize,137961,5800,16.1,10.4,28.0,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,28.41
2024-07-27,Newcastle,Paradip,Coking Coal,Supramax,56669,5800,16.9,7.5,24.9,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,16.02
2024-07-27,Newcastle,Paradip,Thermal Coal,Handysize,26709,5800,18.4,3.8,23.6,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,14.31
2024-07-27,Newcastle,Paradip,Thermal Coal,Panamax,56525,5800,17.2,4.8,23.5,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,19.97
2024-07-27,Newcastle,Paradip,Coking Coal,Panamax,70935,5800,17.4,6.3,24.1,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,20.71
2024-07-27,Newcastle,Visakhapatnam,Thermal Coal,Panamax,77199,5650,17.1,7.3,24.9,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,19.9
2024-07-27,Newcastle,Visakhapatnam,Thermal Coal,Handysize,17046,5650,18.0,4.6,23.6,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,13.48
2024-07-27,Newcastle,Visakhapatnam,Coking Coal,Panamax,80056,5650,16.4,7.8,25.5,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,21.36
2024-07-27,Newcastle,Visakhapatnam,Thermal Coal,Supramax,44313,5650,16.9,6.0,23.4,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,14.96
2024-07-27,Port Hedland,Dhamra,Iron Ore,Panamax,70514,4300,12.8,7.8,21.6,1221.4,509.2,118.82,285.24,112.95,529.69,54.2,7,3,209,1,18.17
2024-07-27,Port Hedland,Gangavaram,Iron Ore,Supramax,51251,4550,13.1,6.9,20.0,1221.4,509.2,118.82,285.24,112.95,529.69,32.4,7,3,209,1,13.71
2024-07-27,Port Hedland,Gangavaram,Iron Ore,Capesize,167709,4550,13.2,8.5,21.6,1221.4,509.2,118.82,285.24,112.95,529.69,32.4,7,3,209,1,26.39
2024-07-27,Port Hedland,Paradip,Iron Ore,Supramax,51657,4250,13.0,5.5,19.7,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,13.59
2024-07-27,Richards Bay,Gangavaram,Thermal Coal,Supramax,49391,4650,13.9,4.7,18.6,1221.4,509.2,118.82,285.24,112.95,529.69,32.4,7,3,209,1,13.68
2024-07-27,Richards Bay,Gangavaram,Chrome Ore,Panamax,68338,4650,13.3,6.4,19.7,1221.4,509.2,118.82,285.24,112.95,529.69,32.4,7,3,209,1,21.43
2024-07-27,Richards Bay,Haldia,Thermal Coal,Handysize,29159,5100,15.6,7.5,23.1,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,13.57
2024-07-27,Richards Bay,Haldia,Chrome Ore,Panamax,75473,5100,14.9,9.7,24.7,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,21.25
2024-07-27,Richards Bay,Haldia,Thermal Coal,Panamax,60661,5100,14.8,8.6,23.4,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,19.8
2024-07-27,Richards Bay,Paradip,Chrome Ore,Panamax,68602,4800,14.3,6.0,21.2,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,21.51
2024-07-27,Richards Bay,Paradip,Thermal Coal,Capesize,181095,4800,13.7,9.6,24.0,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,25.88
2024-07-27,Richards Bay,Paradip,Chrome Ore,Capesize,193885,4800,13.3,10.6,25.0,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,28.06
2024-07-27,Richards Bay,Paradip,Thermal Coal,Supramax,61126,4800,14.4,7.1,22.8,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,13.64
2024-07-27,Richards Bay,Visakhapatnam,Chrome Ore,Capesize,128532,4600,13.0,9.0,22.4,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,28.75
2024-07-27,Richards Bay,Visakhapatnam,Chrome Ore,Panamax,56303,4600,13.6,8.7,23.3,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,20.75
2024-07-27,Saldanha Bay,Paradip,Manganese Ore,Capesize,130451,5600,16.1,8.5,25.1,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,28.98
2024-07-27,Saldanha Bay,Paradip,Manganese Ore,Supramax,50560,5600,16.6,4.9,22.4,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,16.15
2024-07-27,Samarinda,Haldia,Thermal Coal,Panamax,71039,3250,9.6,11.1,20.7,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,18.21
2024-07-27,Tubarao,Paradip,Iron Ore,Supramax,43166,9200,27.2,5.9,34.0,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,16.36
2024-07-27,Vostochny,Haldia,Thermal Coal,Panamax,61478,4700,14.0,7.4,21.4,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,19.75
2024-07-27,Vostochny,Haldia,Coking Coal,Handysize,23039,4700,14.4,7.1,21.5,1221.4,509.2,118.82,285.24,112.95,529.69,32.5,7,3,209,1,14.25
2024-07-27,Vostochny,Paradip,Thermal Coal,Capesize,174996,4600,13.7,10.3,24.8,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,26.51
2024-07-27,Vostochny,Paradip,Coking Coal,Capesize,161181,4600,13.5,11.2,25.7,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,27.12
2024-07-27,Vostochny,Paradip,Thermal Coal,Panamax,56049,4600,13.7,6.4,20.7,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,19.88
2024-07-27,Vostochny,Paradip,Thermal Coal,Handysize,12913,4600,13.7,4.9,19.7,1221.4,509.2,118.82,285.24,112.95,529.69,55.9,7,3,209,1,13.18
2024-07-27,Vostochny,Visakhapatnam,Thermal Coal,Panamax,62013,4800,14.0,7.4,21.9,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,19.04
2024-07-27,Vostochny,Visakhapatnam,Coking Coal,Handysize,32421,4800,15.7,5.0,21.3,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,14.25
2024-07-27,Vostochny,Visakhapatnam,Thermal Coal,Capesize,198986,4800,13.6,11.4,25.6,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,26.16
2024-07-27,Vostochny,Visakhapatnam,Thermal Coal,Supramax,46458,4800,13.9,5.1,20.2,1221.4,509.2,118.82,285.24,112.95,529.69,53.2,7,3,209,1,13.25
2024-07-28,Beira,Visakhapatnam,Coking Coal,Handysize,19065,4000,12.2,4.9,17.5,1232.5,507.1,118.6,287.7,112.7,527.29,48.4,7,3,210,1,12.81
2024-07-28,Dampier,Paradip,Iron Ore,Supramax,56172,4180,12.6,6.1,19.4,1232.5,507.1,118.6,287.7,112.7,527.29,57.5,7,3,210,1,12.67
2024-07-28,Hampton Roads,Haldia,Coking Coal,Handysize,12788,10000,31.7,4.5,36.2,1232.5,507.1,118.6,287.7,112.7,527.29,33.0,7,3,210,1,15.64
2024-07-28,Hampton Roads,Haldia,Coking Coal,Panamax,64837,10000,29.3,8.1,37.5,1232.5,507.1,118.6,287.7,112.7,527.29,33.0,7,3,210,1,23.43
2024-07-28,Hampton Roads,Haldia,Thermal Coal,Handysize,33048,10000,31.6,6.3,37.9,1232.5,507.1,118.6,287.7,112.7,527.29,33.0,7,3,210,1,14.9
2024-07-28,Hampton Roads,Paradip,Thermal Coal,Capesize,157266,9800,28.3,8.4,38.0,1232.5,507.1,118.6,287.7,112.7,527.29,57.5,7,3,210,1,28.7
2024-07-28,Hampton Roads,Paradip,Coking Coal,Handysize,25655,9800,29.8,6.8,37.8,1232.5,507.1,118.6,287.7,112.7,527.29,57.5,7,3,210,1,15.91
2024-07-28,Hampton Roads,Paradip,Coking Coal,Supramax,50867,9800,29.3,7.2,37.7,1232.5,507.1,118.6,287.7,112.7,527.29,57.5,7,3,210,1,18.02
2024-07-28,Hampton Roads,Paradip,Thermal Coal,Handysize,23458,9800,29.8,4.1,35.6,1232.5,507.1,118.6,287.7,112.7,527.29,57.5,7,3,210,1,15.38
2024-07-28,Hampton Roads,Visakhapatnam,Thermal Coal,Panamax,73196,9600,28.7,7.0,36.4,1232.5,507.1,118.6,287.7,112.7,527.29,48.4,7,3,210,1,22.62
2024-07-28,Hampton Roads,Visakhapatnam,Coking Coal,Capesize,189796,9600,27.4,10.6,38.4,1232.5,507.1,118.6,287.7,112.7,527.29,48.4,7,3,210,1,29.68
2024-07-28,Hay Point,Paradip,Coking Coal,Panamax,61376,5400,16.2,7.6,24.7,1232.5,507.1,118.6,287.7,112.7,527.29,57.5,7,3,210,1,20.79
